timestamp,sample_index,top_features
10917,10917,"vibration (0.69), current (0.30)"
10994,10994,"current (0.98), vibration (0.02)"
11162,11162,"current (0.98), temperature (0.02)"
11188,11188,"vibration (0.93), current (0.07)"
11196,11196,"temperature (0.67), current (0.33)"
11360,11360,"temperature (0.63), vibration (0.37)"
11419,11419,"current (0.66), vibration (0.31)"
11572,11572,"temperature (0.70), current (0.30)"
11870,11870,"current (0.60), temperature (0.22)"
12181,12181,"temperature (0.63), vibration (0.31)"
12347,12347,"vibration (0.64), temperature (0.35)"
13055,13055,"temperature (0.97), current (0.03)"
13665,13665,"temperature (0.74), current (0.25)"
13687,13687,"temperature (0.64), vibration (0.35)"
13902,13902,"vibration (0.49), current (0.28)"
14043,14043,"temperature (0.92), current (0.07)"
14092,14092,"temperature (0.54), vibration (0.32)"
14616,14616,"current (0.66), vibration (0.29)"
15175,15175,"temperature (0.84), current (0.16)"
15742,15742,"temperature (0.93), vibration (0.06)"
15798,15798,"vibration (0.53), current (0.39)"
16488,16488,"current (0.85), temperature (0.09)"
17456,17456,"temperature (0.85), vibration (0.15)"
17493,17493,"temperature (0.65), vibration (0.30)"
18554,18554,"temperature (0.80), vibration (0.19)"
18636,18636,"temperature (0.54), vibration (0.31)"
19000,19000,"current (0.87), temperature (0.12)"
19036,19036,"current (0.98), vibration (0.02)"
19977,19977,"current (0.55), temperature (0.24)"
21599,21599,"temperature (0.44), current (0.31)"
50,50,"vibration (0.75), temperature (0.15)"
151,151,"vibration (0.81), current (0.18)"
210,210,"current (0.67), temperature (0.22)"
211,211,"vibration (0.53), current (0.40)"
265,265,"current (0.82), temperature (0.11)"
267,267,"vibration (0.38), current (0.36)"
403,403,"vibration (0.38), temperature (0.32)"
501,501,"vibration (0.66), temperature (0.18)"
592,592,"temperature (0.58), vibration (0.31)"
714,714,"current (0.50), vibration (0.39)"
771,771,"vibration (0.56), current (0.44)"
969,969,"temperature (0.71), current (0.29)"
1038,1038,"vibration (0.54), temperature (0.27)"
1052,1052,"vibration (0.48), temperature (0.36)"
1080,1080,"current (0.54), vibration (0.35)"
1141,1141,"temperature (0.50), vibration (0.49)"
1217,1217,"temperature (0.78), current (0.15)"
1276,1276,"current (0.52), temperature (0.30)"
1316,1316,"vibration (0.48), temperature (0.29)"
1379,1379,"temperature (0.42), vibration (0.30)"
1423,1423,"temperature (0.83), vibration (0.15)"
1450,1450,"vibration (0.78), current (0.13)"
1637,1637,"current (0.73), vibration (0.16)"
1698,1698,"vibration (0.68), temperature (0.23)"
1738,1738,"current (0.69), vibration (0.26)"
1937,1937,"temperature (0.79), current (0.21)"
2158,2158,"vibration (0.85), temperature (0.14)"
2204,2204,"temperature (0.99), current (0.00)"
2386,2386,"current (0.43), vibration (0.42)"
2558,2558,"vibration (0.72), current (0.27)"
2732,2732,"temperature (0.52), vibration (0.25)"
2871,2871,"current (0.49), temperature (0.30)"
2937,2937,"vibration (0.62), temperature (0.32)"
3019,3019,"vibration (0.78), current (0.16)"
3380,3380,"vibration (0.79), temperature (0.13)"
3491,3491,"current (0.51), vibration (0.39)"
3621,3621,"vibration (0.52), current (0.28)"
4187,4187,"temperature (0.99), current (0.01)"
4208,4208,"vibration (0.48), temperature (0.27)"
4614,4614,"vibration (0.62), current (0.24)"
4667,4667,"current (0.46), vibration (0.29)"
4827,4827,"vibration (0.77), current (0.19)"
5087,5087,"current (0.57), temperature (0.34)"
5375,5375,"current (0.39), temperature (0.31)"
5378,5378,"current (0.50), temperature (0.48)"
5569,5569,"current (0.77), vibration (0.23)"
5570,5570,"temperature (0.51), vibration (0.28)"
5647,5647,"vibration (0.60), current (0.40)"
5751,5751,"temperature (0.41), current (0.32)"
6368,6368,"temperature (0.80), vibration (0.19)"
6735,6735,"temperature (0.56), vibration (0.37)"
6793,6793,"temperature (0.43), current (0.40)"
7116,7116,"current (0.81), vibration (0.19)"
7244,7244,"current (0.48), vibration (0.40)"
7456,7456,"vibration (0.99), temperature (0.01)"
7465,7465,"temperature (0.80), current (0.13)"
7514,7514,"vibration (0.71), temperature (0.19)"
7529,7529,"vibration (0.98), current (0.02)"
7547,7547,"temperature (0.95), vibration (0.04)"
7629,7629,"vibration (0.51), temperature (0.27)"
7635,7635,"current (0.66), temperature (0.26)"
8312,8312,"vibration (0.64), temperature (0.30)"
8406,8406,"temperature (0.47), vibration (0.38)"
8550,8550,"temperature (0.77), vibration (0.13)"
8640,8640,"temperature (0.51), current (0.27)"
8666,8666,"temperature (0.72), vibration (0.27)"
9118,9118,"vibration (0.47), temperature (0.28)"
9425,9425,"current (0.90), vibration (0.10)"
9450,9450,"current (0.58), vibration (0.42)"
9513,9513,"current (0.58), temperature (0.40)"
9544,9544,"current (0.82), vibration (0.18)"
9847,9847,"temperature (0.93), vibration (0.03)"
9864,9864,"vibration (0.50), temperature (0.29)"
9880,9880,"temperature (0.75), current (0.25)"
10101,10101,"current (0.66), temperature (0.32)"
10597,10597,"temperature (0.66), current (0.18)"
10639,10639,"current (0.48), temperature (0.36)"
10896,10896,"current (0.48), vibration (0.40)"
10917,10917,"vibration (0.69), current (0.30)"
10994,10994,"current (0.98), vibration (0.02)"
11162,11162,"current (0.98), temperature (0.02)"
11188,11188,"vibration (0.93), current (0.07)"
11196,11196,"temperature (0.67), current (0.33)"
11360,11360,"temperature (0.63), vibration (0.37)"
11419,11419,"current (0.66), vibration (0.31)"
11572,11572,"temperature (0.70), current (0.30)"
11870,11870,"current (0.60), temperature (0.22)"
12181,12181,"temperature (0.63), vibration (0.31)"
12347,12347,"vibration (0.64), temperature (0.35)"
13055,13055,"temperature (0.97), current (0.03)"
13665,13665,"temperature (0.74), current (0.25)"
13687,13687,"temperature (0.64), vibration (0.35)"
13902,13902,"vibration (0.49), current (0.28)"
14043,14043,"temperature (0.92), current (0.07)"
14092,14092,"temperature (0.54), vibration (0.32)"
14616,14616,"current (0.66), vibration (0.29)"
15175,15175,"temperature (0.84), current (0.16)"
15742,15742,"temperature (0.93), vibration (0.06)"
15798,15798,"vibration (0.53), current (0.39)"
16488,16488,"current (0.85), temperature (0.09)"
17456,17456,"temperature (0.85), vibration (0.15)"
17493,17493,"temperature (0.65), vibration (0.30)"
18554,18554,"temperature (0.80), vibration (0.19)"
18636,18636,"temperature (0.54), vibration (0.31)"
19000,19000,"current (0.87), temperature (0.12)"
19036,19036,"current (0.98), vibration (0.02)"
19977,19977,"current (0.55), temperature (0.24)"
21599,21599,"temperature (0.44), current (0.31)"
50,50,"vibration (0.65), temperature (0.18)"
151,151,"vibration (0.74), current (0.24)"
210,210,"current (0.59), temperature (0.23)"
211,211,"vibration (0.46), current (0.40)"
265,265,"current (0.72), temperature (0.16)"
267,267,"current (0.37), vibration (0.36)"
403,403,"vibration (0.36), temperature (0.33)"
501,501,"vibration (0.58), current (0.21)"
592,592,"temperature (0.52), vibration (0.30)"
714,714,"current (0.49), vibration (0.37)"
771,771,"vibration (0.50), current (0.44)"
969,969,"temperature (0.64), current (0.33)"
1038,1038,"vibration (0.49), temperature (0.28)"
1052,1052,"vibration (0.44), temperature (0.35)"
1080,1080,"current (0.51), vibration (0.33)"
1217,1217,"temperature (0.68), current (0.21)"
1276,1276,"current (0.50), temperature (0.30)"
1316,1316,"vibration (0.44), temperature (0.30)"
1379,1379,"temperature (0.40), current (0.30)"
1413,1413,"current (0.45), temperature (0.41)"
1423,1423,"temperature (0.71), vibration (0.17)"
1450,1450,"vibration (0.67), current (0.19)"
1494,1494,"current (0.59), temperature (0.29)"
1637,1637,"current (0.66), vibration (0.18)"
1698,1698,"vibration (0.60), temperature (0.25)"
1738,1738,"current (0.64), vibration (0.26)"
1937,1937,"temperature (0.71), current (0.27)"
2204,2204,"temperature (0.94), vibration (0.05)"
2386,2386,"current (0.42), vibration (0.38)"
2515,2515,"temperature (0.46), current (0.38)"
2558,2558,"vibration (0.63), current (0.30)"
2732,2732,"temperature (0.48), current (0.27)"
2808,2808,"current (0.46), temperature (0.31)"
2871,2871,"current (0.47), temperature (0.30)"
2937,2937,"vibration (0.54), temperature (0.32)"
3019,3019,"vibration (0.67), current (0.22)"
3136,3136,"current (0.50), vibration (0.32)"
3491,3491,"current (0.49), vibration (0.36)"
3621,3621,"vibration (0.47), current (0.30)"
4208,4208,"vibration (0.44), current (0.28)"
4614,4614,"vibration (0.55), current (0.28)"
4667,4667,"current (0.45), vibration (0.28)"
4827,4827,"vibration (0.66), current (0.24)"
5087,5087,"current (0.51), temperature (0.32)"
5375,5375,"current (0.40), temperature (0.32)"
5378,5378,"temperature (0.50), current (0.47)"
5569,5569,"current (0.68), vibration (0.23)"
5570,5570,"temperature (0.48), vibration (0.28)"
5598,5598,"vibration (0.46), temperature (0.34)"
5647,5647,"vibration (0.55), current (0.42)"
5751,5751,"temperature (0.40), current (0.34)"
5915,5915,"current (0.52), temperature (0.38)"
5947,5947,"temperature (0.38), current (0.34)"
6368,6368,"temperature (0.72), vibration (0.22)"
6716,6716,"current (0.50), temperature (0.36)"
6735,6735,"temperature (0.52), vibration (0.35)"
6793,6793,"temperature (0.41), current (0.40)"
7116,7116,"current (0.75), vibration (0.21)"
7244,7244,"current (0.47), vibration (0.38)"
7547,7547,"temperature (0.83), vibration (0.09)"
7629,7629,"vibration (0.46), temperature (0.28)"
7635,7635,"current (0.61), temperature (0.27)"
8312,8312,"vibration (0.57), temperature (0.30)"
8406,8406,"temperature (0.45), vibration (0.36)"
8550,8550,"temperature (0.66), current (0.18)"
8640,8640,"temperature (0.48), current (0.29)"
8666,8666,"temperature (0.63), vibration (0.27)"
9118,9118,"vibration (0.45), current (0.28)"
9425,9425,"current (0.81), vibration (0.15)"
9450,9450,"current (0.55), vibration (0.39)"
9513,9513,"current (0.54), temperature (0.38)"
9544,9544,"current (0.77), vibration (0.21)"
9847,9847,"temperature (0.77), vibration (0.14)"
9864,9864,"vibration (0.45), temperature (0.30)"
9875,9875,"temperature (0.49), current (0.40)"
10101,10101,"current (0.62), temperature (0.32)"
10597,10597,"temperature (0.60), current (0.22)"
10639,10639,"current (0.47), temperature (0.36)"
10896,10896,"current (0.46), vibration (0.37)"
10917,10917,"vibration (0.60), current (0.32)"
10994,10994,"current (0.86), vibration (0.09)"
11162,11162,"current (0.79), vibration (0.12)"
11188,11188,"vibration (0.83), current (0.14)"
11196,11196,"temperature (0.59), current (0.35)"
11419,11419,"current (0.61), vibration (0.30)"
11870,11870,"current (0.54), vibration (0.23)"
12181,12181,"temperature (0.56), vibration (0.30)"
12347,12347,"vibration (0.61), temperature (0.35)"
13132,13132,"current (0.72), vibration (0.18)"
13665,13665,"temperature (0.64), current (0.27)"
13687,13687,"temperature (0.55), vibration (0.36)"
13902,13902,"vibration (0.43), current (0.31)"
14043,14043,"temperature (0.82), current (0.17)"
14092,14092,"temperature (0.49), vibration (0.30)"
14308,14308,"current (0.49), temperature (0.30)"
14616,14616,"current (0.59), vibration (0.28)"
15033,15033,"current (0.52), temperature (0.33)"
15175,15175,"temperature (0.74), current (0.23)"
15798,15798,"vibration (0.48), current (0.39)"
16488,16488,"current (0.71), vibration (0.16)"
17456,17456,"temperature (0.69), vibration (0.23)"
18207,18207,"current (0.48), temperature (0.34)"
18526,18526,"vibration (0.37), current (0.35)"
18636,18636,"temperature (0.50), vibration (0.30)"
18695,18695,"current (0.65), vibration (0.34)"
19000,19000,"current (0.78), temperature (0.17)"
19977,19977,"current (0.52), temperature (0.25)"
21599,21599,"temperature (0.44), current (0.30)"
50,50,"vibration (0.65), temperature (0.18)"
151,151,"vibration (0.74), current (0.24)"
210,210,"current (0.59), temperature (0.23)"
211,211,"vibration (0.46), current (0.40)"
265,265,"current (0.72), temperature (0.16)"
267,267,"current (0.37), vibration (0.36)"
403,403,"vibration (0.36), temperature (0.33)"
501,501,"vibration (0.58), current (0.21)"
592,592,"temperature (0.52), vibration (0.30)"
714,714,"current (0.49), vibration (0.37)"
771,771,"vibration (0.50), current (0.44)"
969,969,"temperature (0.64), current (0.33)"
1038,1038,"vibration (0.49), temperature (0.28)"
1052,1052,"vibration (0.44), temperature (0.35)"
1080,1080,"current (0.51), vibration (0.33)"
1217,1217,"temperature (0.68), current (0.21)"
1276,1276,"current (0.50), temperature (0.30)"
1316,1316,"vibration (0.44), temperature (0.30)"
1379,1379,"temperature (0.40), current (0.30)"
1413,1413,"current (0.45), temperature (0.41)"
1423,1423,"temperature (0.71), vibration (0.17)"
1450,1450,"vibration (0.67), current (0.19)"
1494,1494,"current (0.59), temperature (0.29)"
1637,1637,"current (0.66), vibration (0.18)"
1698,1698,"vibration (0.60), temperature (0.25)"
1738,1738,"current (0.64), vibration (0.26)"
1937,1937,"temperature (0.71), current (0.27)"
2204,2204,"temperature (0.94), vibration (0.05)"
2386,2386,"current (0.42), vibration (0.38)"
2515,2515,"temperature (0.46), current (0.38)"
2558,2558,"vibration (0.63), current (0.30)"
2732,2732,"temperature (0.48), current (0.27)"
2808,2808,"current (0.46), temperature (0.31)"
2871,2871,"current (0.47), temperature (0.30)"
2937,2937,"vibration (0.54), temperature (0.32)"
3019,3019,"vibration (0.67), current (0.22)"
3136,3136,"current (0.50), vibration (0.32)"
3491,3491,"current (0.49), vibration (0.36)"
3621,3621,"vibration (0.47), current (0.30)"
4208,4208,"vibration (0.44), current (0.28)"
4614,4614,"vibration (0.55), current (0.28)"
4667,4667,"current (0.45), vibration (0.28)"
4827,4827,"vibration (0.66), current (0.24)"
5087,5087,"current (0.51), temperature (0.32)"
5375,5375,"current (0.40), temperature (0.32)"
5378,5378,"temperature (0.50), current (0.47)"
5569,5569,"current (0.68), vibration (0.23)"
5570,5570,"temperature (0.48), vibration (0.28)"
5598,5598,"vibration (0.46), temperature (0.34)"
5647,5647,"vibration (0.55), current (0.42)"
5751,5751,"temperature (0.40), current (0.34)"
5915,5915,"current (0.52), temperature (0.38)"
5947,5947,"temperature (0.38), current (0.34)"
6368,6368,"temperature (0.72), vibration (0.22)"
6716,6716,"current (0.50), temperature (0.36)"
6735,6735,"temperature (0.52), vibration (0.35)"
6793,6793,"temperature (0.41), current (0.40)"
7116,7116,"current (0.75), vibration (0.21)"
7244,7244,"current (0.47), vibration (0.38)"
7547,7547,"temperature (0.83), vibration (0.09)"
7629,7629,"vibration (0.46), temperature (0.28)"
7635,7635,"current (0.61), temperature (0.27)"
8312,8312,"vibration (0.57), temperature (0.30)"
8406,8406,"temperature (0.45), vibration (0.36)"
8550,8550,"temperature (0.66), current (0.18)"
8640,8640,"temperature (0.48), current (0.29)"
8666,8666,"temperature (0.63), vibration (0.27)"
9118,9118,"vibration (0.45), current (0.28)"
9425,9425,"current (0.81), vibration (0.15)"
9450,9450,"current (0.55), vibration (0.39)"
9513,9513,"current (0.54), temperature (0.38)"
9544,9544,"current (0.77), vibration (0.21)"
9847,9847,"temperature (0.77), vibration (0.14)"
9864,9864,"vibration (0.45), temperature (0.30)"
9875,9875,"temperature (0.49), current (0.40)"
10101,10101,"current (0.62), temperature (0.32)"
10597,10597,"temperature (0.60), current (0.22)"
10639,10639,"current (0.47), temperature (0.36)"
10896,10896,"current (0.46), vibration (0.37)"
10917,10917,"vibration (0.60), current (0.32)"
10994,10994,"current (0.86), vibration (0.09)"
11162,11162,"current (0.79), vibration (0.12)"
11188,11188,"vibration (0.83), current (0.14)"
11196,11196,"temperature (0.59), current (0.35)"
11419,11419,"current (0.61), vibration (0.30)"
11870,11870,"current (0.54), vibration (0.23)"
12181,12181,"temperature (0.56), vibration (0.30)"
12347,12347,"vibration (0.61), temperature (0.35)"
13132,13132,"current (0.72), vibration (0.18)"
13665,13665,"temperature (0.64), current (0.27)"
13687,13687,"temperature (0.55), vibration (0.36)"
13902,13902,"vibration (0.43), current (0.31)"
14043,14043,"temperature (0.82), current (0.17)"
14092,14092,"temperature (0.49), vibration (0.30)"
14308,14308,"current (0.49), temperature (0.30)"
14616,14616,"current (0.59), vibration (0.28)"
15033,15033,"current (0.52), temperature (0.33)"
15175,15175,"temperature (0.74), current (0.23)"
15798,15798,"vibration (0.48), current (0.39)"
16488,16488,"current (0.71), vibration (0.16)"
17456,17456,"temperature (0.69), vibration (0.23)"
18207,18207,"current (0.48), temperature (0.34)"
18526,18526,"vibration (0.37), current (0.35)"
18636,18636,"temperature (0.50), vibration (0.30)"
18695,18695,"current (0.65), vibration (0.34)"
19000,19000,"current (0.78), temperature (0.17)"
19977,19977,"current (0.52), temperature (0.25)"
21599,21599,"temperature (0.44), current (0.30)"
