timestamp,sample_index,top_features
12195,12195,"temperature (0.67), current (0.32)"
12611,12611,"current (0.79), vibration (0.21)"
12873,12873,"current (0.50), temperature (0.39)"
13247,13247,"current (0.49), vibration (0.37)"
13854,13854,"temperature (0.86), vibration (0.10)"
14428,14428,"current (0.66), vibration (0.34)"
14526,14526,"temperature (0.53), vibration (0.24)"
15310,15310,"current (0.40), temperature (0.31)"
15338,15338,"vibration (0.55), temperature (0.45)"
15512,15512,"current (0.85), temperature (0.13)"
15601,15601,"current (0.65), vibration (0.32)"
15842,15842,"current (0.82), vibration (0.16)"
16001,16001,"vibration (0.74), current (0.20)"
16131,16131,"current (0.71), temperature (0.28)"
16338,16338,"temperature (0.47), vibration (0.31)"
17748,17748,"temperature (0.70), vibration (0.28)"
17859,17859,"temperature (0.97), vibration (0.02)"
18178,18178,"temperature (0.57), current (0.39)"
18313,18313,"vibration (0.51), current (0.34)"
18332,18332,"temperature (0.60), current (0.29)"
19412,19412,"current (0.75), temperature (0.24)"
20994,20994,"current (0.99), vibration (0.01)"
13,13,"temperature (0.47), vibration (0.43)"
232,232,"vibration (1.00), temperature (0.00)"
242,242,"current (0.98), vibration (0.01)"
323,323,"vibration (0.99), current (0.00)"
482,482,"vibration (0.56), temperature (0.24)"
526,526,"temperature (0.57), vibration (0.43)"
544,544,"current (0.54), temperature (0.25)"
563,563,"current (0.63), temperature (0.20)"
594,594,"current (0.98), vibration (0.01)"
654,654,"vibration (0.76), temperature (0.17)"
745,745,"current (0.95), temperature (0.04)"
761,761,"temperature (0.73), vibration (0.26)"
837,837,"temperature (0.43), vibration (0.36)"
913,913,"temperature (0.57), vibration (0.43)"
1081,1081,"current (0.56), vibration (0.31)"
1307,1307,"vibration (0.48), current (0.29)"
1412,1412,"vibration (0.53), temperature (0.38)"
1432,1432,"vibration (0.45), temperature (0.32)"
1466,1466,"vibration (0.79), current (0.19)"
1822,1822,"vibration (0.54), temperature (0.46)"
1833,1833,"temperature (0.47), vibration (0.44)"
2126,2126,"vibration (0.71), temperature (0.27)"
2196,2196,"vibration (0.52), current (0.38)"
2280,2280,"temperature (0.52), vibration (0.47)"
2388,2388,"vibration (0.57), current (0.31)"
2409,2409,"vibration (0.50), current (0.40)"
2694,2694,"vibration (0.99), temperature (0.01)"
2913,2913,"temperature (0.97), current (0.02)"
2925,2925,"vibration (0.99), temperature (0.00)"
3097,3097,"temperature (0.53), vibration (0.41)"
3127,3127,"vibration (0.99), temperature (0.01)"
3142,3142,"temperature (0.42), vibration (0.35)"
3436,3436,"vibration (0.45), temperature (0.37)"
3464,3464,"temperature (0.51), current (0.28)"
3571,3571,"temperature (0.50), current (0.48)"
3595,3595,"temperature (0.66), current (0.21)"
3796,3796,"vibration (0.64), current (0.36)"
4000,4000,"temperature (0.54), vibration (0.39)"
4191,4191,"temperature (0.72), current (0.20)"
4306,4306,"vibration (0.49), current (0.27)"
4659,4659,"current (0.43), vibration (0.36)"
4924,4924,"current (0.68), vibration (0.20)"
4965,4965,"current (0.48), vibration (0.31)"
5283,5283,"vibration (0.61), current (0.22)"
5468,5468,"current (0.91), vibration (0.08)"
5605,5605,"vibration (0.94), current (0.04)"
5653,5653,"temperature (0.40), vibration (0.39)"
5689,5689,"current (0.60), vibration (0.35)"
5825,5825,"temperature (0.64), vibration (0.27)"
5993,5993,"temperature (0.42), current (0.38)"
6020,6020,"current (0.85), temperature (0.08)"
6052,6052,"current (0.75), vibration (0.16)"
6093,6093,"temperature (0.58), vibration (0.35)"
6304,6304,"vibration (0.54), temperature (0.38)"
6360,6360,"current (0.47), temperature (0.40)"
6381,6381,"current (0.43), vibration (0.31)"
6592,6592,"vibration (0.78), temperature (0.21)"
6605,6605,"current (0.44), vibration (0.37)"
6611,6611,"vibration (0.63), current (0.37)"
6950,6950,"current (0.60), temperature (0.39)"
7084,7084,"vibration (0.51), temperature (0.42)"
7736,7736,"vibration (0.37), temperature (0.36)"
8009,8009,"current (0.79), temperature (0.21)"
8211,8211,"temperature (0.53), current (0.24)"
8296,8296,"current (0.81), temperature (0.18)"
8766,8766,"current (0.50), temperature (0.28)"
9003,9003,"current (0.63), vibration (0.33)"
9039,9039,"temperature (0.45), vibration (0.29)"
9072,9072,"temperature (0.36), current (0.35)"
9190,9190,"current (0.49), vibration (0.26)"
9265,9265,"temperature (0.60), current (0.34)"
9372,9372,"temperature (0.55), vibration (0.37)"
9375,9375,"current (0.47), temperature (0.43)"
9686,9686,"vibration (0.75), temperature (0.24)"
9713,9713,"vibration (0.87), temperature (0.13)"
9899,9899,"current (0.95), temperature (0.05)"
9918,9918,"temperature (0.54), vibration (0.30)"
10004,10004,"current (0.99), vibration (0.01)"
10193,10193,"current (0.66), temperature (0.34)"
10289,10289,"vibration (0.58), temperature (0.31)"
10330,10330,"temperature (0.58), current (0.41)"
10338,10338,"current (0.80), temperature (0.17)"
10343,10343,"vibration (0.83), temperature (0.17)"
10466,10466,"temperature (0.50), vibration (0.31)"
11099,11099,"temperature (0.42), vibration (0.29)"
11300,11300,"current (0.79), vibration (0.21)"
12195,12195,"temperature (0.67), current (0.32)"
12611,12611,"current (0.79), vibration (0.21)"
12873,12873,"current (0.50), temperature (0.39)"
13247,13247,"current (0.49), vibration (0.37)"
13854,13854,"temperature (0.86), vibration (0.10)"
14428,14428,"current (0.66), vibration (0.34)"
14526,14526,"temperature (0.53), vibration (0.24)"
15310,15310,"current (0.40), temperature (0.31)"
15338,15338,"vibration (0.55), temperature (0.45)"
15512,15512,"current (0.85), temperature (0.13)"
15601,15601,"current (0.65), vibration (0.32)"
15842,15842,"current (0.82), vibration (0.16)"
16001,16001,"vibration (0.74), current (0.20)"
16131,16131,"current (0.71), temperature (0.28)"
16338,16338,"temperature (0.47), vibration (0.31)"
17748,17748,"temperature (0.70), vibration (0.28)"
17859,17859,"temperature (0.97), vibration (0.02)"
18178,18178,"temperature (0.57), current (0.39)"
18313,18313,"vibration (0.51), current (0.34)"
18332,18332,"temperature (0.60), current (0.29)"
19412,19412,"current (0.75), temperature (0.24)"
20994,20994,"current (0.99), vibration (0.01)"
13,13,"temperature (0.44), vibration (0.39)"
242,242,"current (0.87), vibration (0.11)"
482,482,"vibration (0.52), temperature (0.25)"
544,544,"current (0.52), temperature (0.26)"
563,563,"current (0.59), temperature (0.22)"
594,594,"current (0.90), temperature (0.10)"
745,745,"current (0.78), temperature (0.14)"
837,837,"temperature (0.41), vibration (0.34)"
913,913,"temperature (0.56), vibration (0.43)"
1081,1081,"current (0.53), vibration (0.30)"
1307,1307,"vibration (0.44), current (0.31)"
1412,1412,"vibration (0.48), temperature (0.36)"
1432,1432,"vibration (0.42), temperature (0.32)"
1466,1466,"vibration (0.64), current (0.24)"
1567,1567,"current (0.44), vibration (0.41)"
1822,1822,"vibration (0.47), temperature (0.44)"
2126,2126,"vibration (0.62), temperature (0.28)"
2196,2196,"vibration (0.47), current (0.38)"
2388,2388,"vibration (0.49), current (0.33)"
2409,2409,"vibration (0.45), current (0.40)"
2694,2694,"vibration (0.94), temperature (0.04)"
2745,2745,"current (0.42), vibration (0.33)"
2913,2913,"temperature (0.83), current (0.10)"
2922,2922,"current (0.52), temperature (0.41)"
2925,2925,"vibration (0.85), temperature (0.11)"
3097,3097,"temperature (0.49), vibration (0.38)"
3142,3142,"temperature (0.40), vibration (0.33)"
3436,3436,"vibration (0.42), temperature (0.36)"
3464,3464,"temperature (0.47), current (0.31)"
3571,3571,"current (0.50), temperature (0.49)"
3595,3595,"temperature (0.56), current (0.25)"
3796,3796,"vibration (0.59), current (0.39)"
4000,4000,"temperature (0.50), vibration (0.38)"
4191,4191,"temperature (0.63), current (0.25)"
4306,4306,"vibration (0.46), current (0.29)"
4659,4659,"current (0.43), vibration (0.34)"
4924,4924,"current (0.63), vibration (0.22)"
4965,4965,"current (0.48), vibration (0.30)"
5136,5136,"current (0.39), temperature (0.33)"
5283,5283,"vibration (0.52), current (0.26)"
5468,5468,"current (0.85), vibration (0.13)"
5653,5653,"temperature (0.39), vibration (0.36)"
5689,5689,"current (0.56), vibration (0.33)"
5993,5993,"temperature (0.40), current (0.39)"
6020,6020,"current (0.71), vibration (0.17)"
6052,6052,"current (0.66), vibration (0.18)"
6093,6093,"temperature (0.52), vibration (0.33)"
6304,6304,"vibration (0.50), temperature (0.37)"
6360,6360,"current (0.46), temperature (0.38)"
6381,6381,"current (0.42), vibration (0.33)"
6605,6605,"current (0.43), vibration (0.35)"
6611,6611,"vibration (0.57), current (0.39)"
6950,6950,"current (0.54), temperature (0.35)"
7084,7084,"vibration (0.46), temperature (0.40)"
7736,7736,"temperature (0.35), vibration (0.35)"
8009,8009,"current (0.72), temperature (0.27)"
8211,8211,"temperature (0.49), current (0.26)"
8296,8296,"current (0.72), temperature (0.21)"
8766,8766,"current (0.48), temperature (0.28)"
9003,9003,"current (0.57), vibration (0.31)"
9039,9039,"temperature (0.43), vibration (0.29)"
9072,9072,"current (0.36), temperature (0.35)"
9190,9190,"current (0.47), temperature (0.27)"
9265,9265,"temperature (0.51), current (0.34)"
9372,9372,"temperature (0.50), vibration (0.35)"
9375,9375,"current (0.46), temperature (0.40)"
9392,9392,"current (0.64), vibration (0.25)"
9713,9713,"vibration (0.73), temperature (0.17)"
9899,9899,"current (0.81), temperature (0.12)"
9918,9918,"temperature (0.49), vibration (0.29)"
10004,10004,"current (0.88), temperature (0.06)"
10193,10193,"current (0.63), temperature (0.34)"
10289,10289,"vibration (0.52), temperature (0.31)"
10330,10330,"temperature (0.57), current (0.43)"
10338,10338,"current (0.70), temperature (0.22)"
10343,10343,"vibration (0.73), temperature (0.21)"
10466,10466,"temperature (0.46), vibration (0.30)"
11099,11099,"temperature (0.40), current (0.31)"
11300,11300,"current (0.71), vibration (0.22)"
12195,12195,"temperature (0.61), current (0.33)"
12611,12611,"current (0.75), vibration (0.23)"
12873,12873,"current (0.49), temperature (0.37)"
13247,13247,"current (0.48), vibration (0.35)"
13854,13854,"temperature (0.68), vibration (0.18)"
14428,14428,"current (0.65), vibration (0.34)"
14526,14526,"temperature (0.49), current (0.27)"
14708,14708,"current (0.52), vibration (0.28)"
15310,15310,"current (0.40), temperature (0.31)"
15512,15512,"current (0.75), temperature (0.17)"
15601,15601,"current (0.59), vibration (0.30)"
15842,15842,"current (0.69), vibration (0.23)"
16001,16001,"vibration (0.63), current (0.25)"
16338,16338,"temperature (0.44), vibration (0.30)"
16635,16635,"vibration (0.58), current (0.40)"
17748,17748,"temperature (0.61), vibration (0.28)"
17853,17853,"current (0.55), vibration (0.33)"
17859,17859,"temperature (0.89), vibration (0.10)"
18178,18178,"temperature (0.52), current (0.40)"
18313,18313,"vibration (0.48), current (0.35)"
18332,18332,"temperature (0.54), current (0.32)"
19385,19385,"current (0.56), temperature (0.24)"
19412,19412,"current (0.69), temperature (0.25)"
19864,19864,"vibration (0.43), current (0.32)"
20295,20295,"current (0.46), vibration (0.45)"
20354,20354,"current (0.65), vibration (0.23)"
20994,20994,"current (0.85), vibration (0.10)"
21209,21209,"temperature (0.45), current (0.29)"
21312,21312,"current (0.52), temperature (0.42)"
13,13,"temperature (0.44), vibration (0.39)"
242,242,"current (0.87), vibration (0.11)"
482,482,"vibration (0.52), temperature (0.25)"
544,544,"current (0.52), temperature (0.26)"
563,563,"current (0.59), temperature (0.22)"
594,594,"current (0.90), temperature (0.10)"
745,745,"current (0.78), temperature (0.14)"
837,837,"temperature (0.41), vibration (0.34)"
913,913,"temperature (0.56), vibration (0.43)"
1081,1081,"current (0.53), vibration (0.30)"
1307,1307,"vibration (0.44), current (0.31)"
1412,1412,"vibration (0.48), temperature (0.36)"
1432,1432,"vibration (0.42), temperature (0.32)"
1466,1466,"vibration (0.64), current (0.24)"
1567,1567,"current (0.44), vibration (0.41)"
1822,1822,"vibration (0.47), temperature (0.44)"
2126,2126,"vibration (0.62), temperature (0.28)"
2196,2196,"vibration (0.47), current (0.38)"
2388,2388,"vibration (0.49), current (0.33)"
2409,2409,"vibration (0.45), current (0.40)"
2694,2694,"vibration (0.94), temperature (0.04)"
2745,2745,"current (0.42), vibration (0.33)"
2913,2913,"temperature (0.83), current (0.10)"
2922,2922,"current (0.52), temperature (0.41)"
2925,2925,"vibration (0.85), temperature (0.11)"
3097,3097,"temperature (0.49), vibration (0.38)"
3142,3142,"temperature (0.40), vibration (0.33)"
3436,3436,"vibration (0.42), temperature (0.36)"
3464,3464,"temperature (0.47), current (0.31)"
3571,3571,"current (0.50), temperature (0.49)"
3595,3595,"temperature (0.56), current (0.25)"
3796,3796,"vibration (0.59), current (0.39)"
4000,4000,"temperature (0.50), vibration (0.38)"
4191,4191,"temperature (0.63), current (0.25)"
4306,4306,"vibration (0.46), current (0.29)"
4659,4659,"current (0.43), vibration (0.34)"
4924,4924,"current (0.63), vibration (0.22)"
4965,4965,"current (0.48), vibration (0.30)"
5136,5136,"current (0.39), temperature (0.33)"
5283,5283,"vibration (0.52), current (0.26)"
5468,5468,"current (0.85), vibration (0.13)"
5653,5653,"temperature (0.39), vibration (0.36)"
5689,5689,"current (0.56), vibration (0.33)"
5993,5993,"temperature (0.40), current (0.39)"
6020,6020,"current (0.71), vibration (0.17)"
6052,6052,"current (0.66), vibration (0.18)"
6093,6093,"temperature (0.52), vibration (0.33)"
6304,6304,"vibration (0.50), temperature (0.37)"
6360,6360,"current (0.46), temperature (0.38)"
6381,6381,"current (0.42), vibration (0.33)"
6605,6605,"current (0.43), vibration (0.35)"
6611,6611,"vibration (0.57), current (0.39)"
6950,6950,"current (0.54), temperature (0.35)"
7084,7084,"vibration (0.46), temperature (0.40)"
7736,7736,"temperature (0.35), vibration (0.35)"
8009,8009,"current (0.72), temperature (0.27)"
8211,8211,"temperature (0.49), current (0.26)"
8296,8296,"current (0.72), temperature (0.21)"
8766,8766,"current (0.48), temperature (0.28)"
9003,9003,"current (0.57), vibration (0.31)"
9039,9039,"temperature (0.43), vibration (0.29)"
9072,9072,"current (0.36), temperature (0.35)"
9190,9190,"current (0.47), temperature (0.27)"
9265,9265,"temperature (0.51), current (0.34)"
9372,9372,"temperature (0.50), vibration (0.35)"
9375,9375,"current (0.46), temperature (0.40)"
9392,9392,"current (0.64), vibration (0.25)"
9713,9713,"vibration (0.73), temperature (0.17)"
9899,9899,"current (0.81), temperature (0.12)"
9918,9918,"temperature (0.49), vibration (0.29)"
10004,10004,"current (0.88), temperature (0.06)"
10193,10193,"current (0.63), temperature (0.34)"
10289,10289,"vibration (0.52), temperature (0.31)"
10330,10330,"temperature (0.57), current (0.43)"
10338,10338,"current (0.70), temperature (0.22)"
10343,10343,"vibration (0.73), temperature (0.21)"
10466,10466,"temperature (0.46), vibration (0.30)"
11099,11099,"temperature (0.40), current (0.31)"
11300,11300,"current (0.71), vibration (0.22)"
12195,12195,"temperature (0.61), current (0.33)"
12611,12611,"current (0.75), vibration (0.23)"
12873,12873,"current (0.49), temperature (0.37)"
13247,13247,"current (0.48), vibration (0.35)"
13854,13854,"temperature (0.68), vibration (0.18)"
14428,14428,"current (0.65), vibration (0.34)"
14526,14526,"temperature (0.49), current (0.27)"
14708,14708,"current (0.52), vibration (0.28)"
15310,15310,"current (0.40), temperature (0.31)"
15512,15512,"current (0.75), temperature (0.17)"
15601,15601,"current (0.59), vibration (0.30)"
15842,15842,"current (0.69), vibration (0.23)"
16001,16001,"vibration (0.63), current (0.25)"
16338,16338,"temperature (0.44), vibration (0.30)"
16635,16635,"vibration (0.58), current (0.40)"
17748,17748,"temperature (0.61), vibration (0.28)"
17853,17853,"current (0.55), vibration (0.33)"
17859,17859,"temperature (0.89), vibration (0.10)"
18178,18178,"temperature (0.52), current (0.40)"
18313,18313,"vibration (0.48), current (0.35)"
18332,18332,"temperature (0.54), current (0.32)"
19385,19385,"current (0.56), temperature (0.24)"
19412,19412,"current (0.69), temperature (0.25)"
19864,19864,"vibration (0.43), current (0.32)"
20295,20295,"current (0.46), vibration (0.45)"
20354,20354,"current (0.65), vibration (0.23)"
20994,20994,"current (0.85), vibration (0.10)"
21209,21209,"temperature (0.45), current (0.29)"
21312,21312,"current (0.52), temperature (0.42)"
