timestamp,motor,reconstruction_error,status
2025-11-08 20:20:26,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:26,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:28,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:28,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:29,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:29,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:31,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:33,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:33,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:33,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:33,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:35,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:38,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:38,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:40,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:40,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:40,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:40,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:43,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:45,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:45,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:45,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:45,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:47,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:47,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:48,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:48,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:50,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:50,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:50,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:50,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:52,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:52,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:52,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:52,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:54,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:54,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:55,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:55,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:57,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:57,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:57,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:57,M5,0.000000,0.000003,NORMAL
2025-11-08 20:20:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:20:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:20:59,M4,0.000006,0.000024,NORMAL
2025-11-08 20:20:59,M5,0.000000,0.000003,NORMAL
2025-11-08 20:21:01,M1,0.000016,0.000103,NORMAL
2025-11-08 20:21:01,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:44,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:44,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:44,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:44,M5,0.000000,0.000003,NORMAL
2025-11-08 20:32:46,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:46,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:46,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:47,M5,0.000000,0.000003,NORMAL
2025-11-08 20:32:49,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:49,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:50,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:50,M5,0.000000,0.000003,NORMAL
2025-11-08 20:32:52,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:52,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:52,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:53,M5,0.000000,0.000003,NORMAL
2025-11-08 20:32:55,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:55,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:55,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:56,M5,0.000000,0.000003,NORMAL
2025-11-08 20:32:58,M1,0.000016,0.000103,NORMAL
2025-11-08 20:32:58,M2,0.000000,0.000004,NORMAL
2025-11-08 20:32:58,M4,0.000006,0.000024,NORMAL
2025-11-08 20:32:59,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:01,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:01,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:01,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:01,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:04,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:04,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:04,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:05,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:07,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:07,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:07,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:08,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:10,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:10,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:10,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:11,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:13,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:13,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:14,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:14,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:16,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:16,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:16,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:17,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:19,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:19,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:19,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:20,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:22,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:22,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:22,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:22,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:25,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:25,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:25,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:25,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:28,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:28,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:28,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:28,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:30,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:33,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:33,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:33,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:33,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:36,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:38,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:38,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:40,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:41,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:41,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:41,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:44,M5,0.000000,0.000003,NORMAL
2025-11-08 20:33:46,M1,0.000016,0.000103,NORMAL
2025-11-08 20:33:46,M2,0.000000,0.000004,NORMAL
2025-11-08 20:33:46,M4,0.000006,0.000024,NORMAL
2025-11-08 20:33:47,M5,0.000000,0.000003,NORMAL
2025-11-08 20:35:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:35:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:35:59,M4,0.000006,0.000024,NORMAL
2025-11-08 20:35:59,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:01,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:01,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:02,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:02,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:04,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:04,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:04,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:04,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:06,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:06,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:06,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:06,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:08,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:09,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:09,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:09,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:11,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:11,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:11,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:11,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:13,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:13,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:13,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:13,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:15,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:16,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:16,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:16,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:18,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:18,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:18,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:18,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:20,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:20,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:20,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:20,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:22,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:22,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:23,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:23,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:25,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:25,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:25,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:25,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:27,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:27,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:27,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:27,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:29,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:29,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:30,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:30,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:32,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:32,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:32,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:32,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:34,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:34,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:34,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:34,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:36,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:37,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:37,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:39,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:39,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:39,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:39,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:41,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:41,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:41,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:41,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:44,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:44,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:46,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:46,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:46,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:46,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:48,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:48,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:49,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:49,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:51,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:51,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:51,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:51,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:53,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:54,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:54,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:54,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:56,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:57,M2,0.000000,0.000004,NORMAL
2025-11-08 20:36:57,M4,0.000006,0.000024,NORMAL
2025-11-08 20:36:57,M5,0.000000,0.000003,NORMAL
2025-11-08 20:36:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:36:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:00,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:00,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:02,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:02,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:02,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:02,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:05,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:05,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:05,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:05,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:07,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:07,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:08,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:08,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:10,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:10,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:10,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:10,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:12,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:12,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:12,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:12,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:15,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:15,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:15,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:15,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:17,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:17,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:17,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:17,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:19,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:19,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:19,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:20,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:22,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:22,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:22,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:22,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:24,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:24,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:24,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:24,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:26,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:26,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:27,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:27,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:29,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:29,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:29,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:29,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:31,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:33,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:34,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:34,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:34,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:36,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:38,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:38,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:40,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:41,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:41,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:41,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:43,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:45,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:45,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:45,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:45,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:48,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:48,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:48,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:48,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:50,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:50,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:50,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:50,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:52,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:52,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:52,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:52,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:55,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:55,M2,0.000000,0.000004,NORMAL
